Lat         Long
40.759.256	-73.989.828
40.758.273	-73.966.614
34.067.632	-118.403.541
40.722.524	-73.986.284
40.747.405	-74.004.111
40.722.188	-74.003.757
34.044.936	-118.442.333
40.674.317	-7.398.222
34.020.773	-118.809.751
33.861.314	-118.398.936
40.726.402	-73.978.635
40.772.579	-7.395.583
26.934.025	-82.051.155
40.724.267	-74.004.741
40.722.143	-73.997.545
41.276.414	-73.122.642
40.742.042	-74.000.622
39.336.805	-76.621.966
40.648.094	-74.013.422
