Lat         Long
3.975.734	-10.498.671
40.752.156	-73.987.241
4.077.273	-73.529.951
39.952.449	-75.208.703
34.185.682	-96.876.164
40.724.836	-73.991.502
39.950.265	-7.516.695
40.744.395	-73.994.553
38.670.111	-121.507.848
40.759.692	-73.986.999
40.763.001	-73.984.162
25.702.691	-80.290.933
38.550.067	-121.725.799
36.071.744	-115.243.217
41.907.709	-87.672.913
40.726.911	-7.398.342
41.055.987	-71.936.451
39.123.243	-76.584.543
43.408.777	-74.871.618
40.729.898	-73.955.482
48.539.501	-109.698.207
41.571.701	-73.834.466
40.765.823	-73.987.179
40.915.829	-73.872.349
41.003.314	-73.660.091
40.763.454	-73.992.304
40.719.743	-73.999.127
40.733.095	-73.998.084
41.072.069	-73.867.619
40.801.564	-73.652.267
40.707.803	-74.006.939
4.071.343	-74.216.365
38.982.221	-77.096.919
40.750.634	-73.997.176
21.278.564	-157.828.941
32.497.668	-96.823.602
26.188.675	-98.214.872
33.990.689	-118.276.424
41.600.518	-93.626.211
42.034.442	-9.160.005
41.001.871	-72.296.084
4.075.559	-7.381.188
39.780.793	-104.891.287
37.811.088	-122.266.553
27.393.775	-82.446.221
39.215.736	-76.865.523
41.511.098	-74.967.374
26.780.927	-80.055.537
40.745.967	-74.028.682
40.652.256	-73.956.582
40.768.279	-73.982.719
4.066.656	-7.348.547
37.226.234	-93.301.867
28.013.427	-82.170.338
4.068.295	-739.708
40.709.944	-73.848.311
37.224.914	-121.764.075
40.753.721	-73.986.853
40.852.924	-7.321.126
44.948.495	-93.297.898
29.688.218	-95.419.293
39.629.521	-74.191.903
40.801.216	-7.373.559
42.051.211	-88.044.513
41.029.127	-73.625.022
4.075.987	-73.996.463
40.721.242	-73.995.113
32.054.837	-81.107.307
33.996.768	-118.435.482
40.740.905	-7.400.146
38.639.439	-90.230.681
40.808.633	-73.944.533
39.957.881	-75.220.335
33.707.455	-84.544.149
31.030.974	-98.326.329
37.568.635	-122.317.861
38.901.495	-77.011.364
40.745.156	-73.978.171
3.736.816	-1.220.361
41.020.603	-73.869.587
45.311.223	-107.946.428
33.349.688	-111.949.776
33.026.705	-96.840.322
32.826.381	-11.715.574
39.300.721	-77.858.646
40.738.848	-73.988.416
40.751.923	-73.979.722
40.729.599	-74.001.834
4.076.449	-73.983.297
41.056.737	-74.064.125
40.726.465	-74.000.134
40.784.831	-73.972.995
40.739.166	-73.999.461
34.133.682	-117.912.058
34.116.564	-116.457.195
36.822.344	-119.760.248
37.696.914	-12.184.966
36.164.179	-86.779.081
32.835.856	-97.163.044
42.230.941	-71.177.368
